CUID,Date,Year,Month,Income Before Taxes,Number of Bedrooms,Number of Bathrooms,State,Urban,People,Adults,65 or Older,Children,Working,Retired,Education,Race,Sex,Renter,Owner,Food-Away,Food-Home,Food-Total,High lead-Food-Away Spending
409823,2019-07-01,2019,7,59243.62618301263,2.0,1.0,Michigan,1,1,1,1,0,0,1,High School,White,Male,0.0,1.0,0.0,575.8488273491747,575.8488273491747,0
409827,2019-07-01,2019,7,19087.50229831605,3.0,1.0,Michigan,1,6,4,0,2,2,0,Some College,White,Mixed Gender,0.0,1.0,0.0,719.8110342113849,719.8110342113849,0
409828,2019-01-01,2019,1,155925.3679983982,3.0,2.0,Virginia,1,4,2,0,2,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,817.041527825555,3379.8348564571024,4196.876384282657,0
409833,2019-07-01,2019,7,38382.14633877789,1.0,1.0,New York,1,3,1,0,2,1,0,High School,Asian/PI,Female,1.0,0.0,1439.6220683895478,4750.752825722052,6190.3748941116,0
409837,2019-01-01,2019,1,50817.937066637234,3.0,2.0,Louisiana,1,4,1,0,3,1,0,Bachelors,White,Male,0.0,1.0,727.4478995773643,1382.1510091869195,2109.598908764284,0
409841,2019-07-01,2019,7,106617.07316327193,1.0,1.0,California,1,2,2,0,0,2,0,Some College,Asian/PI,Mixed Gender,1.0,0.0,719.8110342113849,1533.6522434057104,2253.463277617095,0
409853,2019-04-01,2019,4,71299.16645907467,2.0,2.0,North Carolina,1,1,1,0,0,1,0,Bachelors,White,Male,0.0,1.0,865.7477494036102,952.3225243439714,1818.0702737475815,0
409856,2019-01-01,2019,1,109677.08802979423,3.0,3.0,North Carolina,1,2,2,0,0,2,0,Some College,White,Mixed Gender,0.0,1.0,1091.1718493492592,1913.7475511563207,3004.91940050558,0
409860,2019-01-01,2019,1,54466.08505534544,4.0,1.0,Texas,1,5,3,0,2,3,0,Some College,White,Mixed Gender,0.0,1.0,1454.895799121154,1591.4321741177705,3046.3279732389246,0
409863,2019-07-01,2019,7,64868.87351462502,2.0,2.0,Ohio,1,1,1,1,0,0,1,Some College,White,Female,0.0,1.0,143.96220683895478,1345.4929331590429,1489.455139997997,0
409877,2019-04-01,2019,4,228602.8976138955,4.0,2.0,Colorado,1,4,2,0,2,2,0,Bachelors,White,Mixed Gender,0.0,1.0,1520.572059461144,3524.037313266417,5044.609372727561,1
409884,2019-04-01,2019,4,23693.26146947712,2.0,2.0,Florida,1,2,2,0,0,2,0,Some College,Black,Mixed Gender,1.0,0.0,144.29129156615846,1442.9129156615843,1587.204207227743,0
409890,2019-07-01,2019,7,36828.5832726845,2.0,2.0,Florida,1,3,3,2,0,0,2,Some College,White,Mixed Gender,0.0,1.0,0.0,1079.7165513004663,1079.7165513004663,0
409892,2019-01-01,2019,1,18691.63463877463,3.0,2.0,Texas,1,2,2,2,0,0,0,Less than High School,White,Mixed Gender,0.0,1.0,581.9583196417467,1555.619354445701,2137.577674087448,0
409898,2019-07-01,2019,7,141005.2133898355,3.0,2.0,Arizona,1,2,2,0,0,2,0,Bachelors,White,Mixed Gender,0.0,1.0,2325.543341262543,2325.543341262543,4651.086682525086,0
409900,2019-07-01,2019,7,61693.4254212683,,,Georgia,1,3,2,0,1,2,0,Bachelors,White,Mixed Gender,1.0,0.0,719.8110342113849,1933.523178021143,2653.334212232528,0
409911,2019-01-01,2019,1,26018.95039866412,3.0,2.0,Wisconsin,1,1,1,1,0,0,1,High School,White,Female,0.0,1.0,0.0,727.4478995773643,727.4478995773643,0
409913,2019-01-01,2019,1,68767.09105493137,2.0,1.0,Oregon,1,2,2,0,0,1,0,Graduate Degree,White,Mixed Gender,1.0,0.0,1052.305686019628,736.3650805208232,1788.670766540451,0
409914,2019-01-01,2019,1,15427.910382857724,1.0,1.0,Massachuse,1,1,1,1,0,0,1,High School,White,Male,1.0,0.0,145.4895799121154,800.1926895115985,945.682269423714,0
409915,2019-01-01,2019,1,84041.896654297,3.0,2.0,California,1,5,4,0,1,4,0,High School,White,Mixed Gender,1.0,0.0,0.0,4000.9634477258655,4000.9634477258655,0
409917,2019-04-01,2019,4,307134.8709006293,6.0,6.0,Georgia,1,4,4,0,0,2,0,Graduate Degree,Asian/PI,Mixed Gender,0.0,1.0,1442.9129156615843,1587.2042072177535,3030.1171228793382,1
409922,2019-04-01,2019,4,329819.1943191979,6.0,4.0,Maryland,1,2,2,0,0,2,0,Graduate Degree,White,Female,0.0,1.0,1720.0861654604385,3157.720668883301,4877.80683434374,1
409928,2019-04-01,2019,4,81171.35873802347,2.0,1.0,New York,1,1,1,1,0,0,1,Graduate Degree,White,Female,1.0,0.0,837.788861348576,3740.474250650618,4578.263111999194,0
409935,2019-07-01,2019,7,133803.1213047247,4.0,3.0,Texas,1,3,3,2,0,2,1,Graduate Degree,White,Mixed Gender,0.0,1.0,1727.546482080746,1079.7165513004663,2807.263033381212,0
409945,2019-01-01,2019,1,2267.7676686564528,2.0,1.0,Ohio,1,1,1,1,0,0,1,Less than High School,Black,Female,1.0,0.0,0.0,727.4478995773643,727.4478995773643,0
409956,2019-07-01,2019,7,73986.80912872075,4.0,2.0,Utah,1,3,2,0,1,2,0,Some College,White,Mixed Gender,0.0,1.0,841.6136904078226,1301.1374933784818,2142.7511837863044,0
409961,2019-07-01,2019,7,37753.105607114594,3.0,1.0,Oregon,1,4,2,0,2,1,0,Some College,White,Mixed Gender,0.0,1.0,287.9244136812318,1079.7165513004663,1367.640964981698,0
409967,2019-01-01,2019,1,130669.94738832128,3.0,2.0,Washington,1,3,3,0,0,3,0,Bachelors,Multi or Other Race,Mixed Gender,0.0,1.0,581.9583196417467,1252.3295378685343,1834.287857510281,0
409968,2019-07-01,2019,7,77677.50054707874,3.0,1.0,Pennsylvania,1,3,3,0,0,3,0,Bachelors,White,Mixed Gender,0.0,1.0,1063.2103001842609,1201.5307263300544,2264.7410265143158,0
409973,2019-04-01,2019,4,53465.599562280266,3.0,1.0,California,1,2,2,1,0,0,2,Less than High School,White,Female,1.0,0.0,288.5825831356467,1010.0390409597796,1298.6216240954263,0
409983,2019-01-01,2019,1,216030.62793747356,4.0,1.0,Washington,1,3,3,0,0,2,0,Bachelors,White,Mixed Gender,0.0,1.0,821.1122278631815,2069.6406127782616,2890.752840641443,0
409993,2019-01-01,2019,1,19828.288096537955,1.0,2.0,Massachuse,1,1,1,1,0,0,1,High School,White,Female,0.0,1.0,2182.3436986985184,735.2819538691931,2917.625652567712,0
409999,2019-07-01,2019,7,105483.66839978726,4.0,3.0,Maryland,1,2,2,2,0,0,2,Some College,Black,Mixed Gender,0.0,1.0,470.6225854834639,1854.8844703560792,2325.507055839543,0
410000,2019-07-01,2019,7,200014.93476947973,3.0,2.0,Illinois,1,2,2,0,0,2,0,Some College,White,Mixed Gender,0.0,1.0,1522.677187720353,1882.5827048426563,3405.259892563009,0
410018,2019-04-01,2019,4,44973.32038187786,2.0,1.0,Ohio,1,2,2,0,0,2,0,Some College,Multi or Other Race,Mixed Gender,1.0,0.0,754.7544482091187,1942.3827710867445,2697.137219295864,0
410020,2019-04-01,2019,4,96528.10228305492,1.0,1.0,North Carolina,1,1,1,0,0,1,0,Less than High School,White,Male,0.0,1.0,721.4564578474414,1298.6216241054155,2020.0780819528568,0
410024,2019-01-01,2019,1,132685.125399697,3.0,1.0,Massachuse,1,2,2,0,0,2,0,Some College,White,Mixed Gender,0.0,1.0,811.6145321899512,2227.109723286087,3038.7242554760383,0
410027,2019-01-01,2019,1,83015.8065640627,2.0,2.0,Nevada,1,2,2,0,0,2,0,High School,White,Mixed Gender,0.0,1.0,1128.9912218401018,1365.363749966162,2494.354971806264,0
410036,2019-04-01,2019,4,74389.16264238564,3.0,1.0,Wisconsin,1,3,3,0,0,3,0,High School,White,Mixed Gender,0.0,1.0,0.0,1875.7867903866984,1875.7867903866984,0
410043,2019-07-01,2019,7,21302.09121802173,2.0,1.0,New York,1,7,2,0,5,1,0,Graduate Degree,White,Mixed Gender,1.0,0.0,1349.9225395222447,2360.9801921781277,3710.902731700372,0
410048,2019-04-01,2019,4,20731.60378579248,1.0,1.0,Nebraska,1,1,1,0,0,1,0,High School,White,Female,0.0,1.0,0.0,187.57867903633897,187.57867903633897,0
410052,2019-01-01,2019,1,44832.22689870816,2.0,2.0,Michigan,1,2,2,1,0,1,1,Graduate Degree,White,Mixed Gender,0.0,1.0,218.23436986985183,1091.1718493492592,1309.406219219111,0
410059,2019-07-01,2019,7,367684.8605715859,5.0,4.0,Georgia,1,2,2,0,0,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,365.2446045604135,1960.001855959436,2325.2464605198493,0
410062,2019-07-01,2019,7,80506.76953145023,2.0,1.0,Utah,1,4,3,0,1,2,0,High School,White,Mixed Gender,1.0,0.0,2259.099245797899,3078.57642320625,5337.675669004149,0
410080,2019-04-01,2019,4,116163.8927258841,5.0,2.0,Maryland,1,5,2,0,3,3,0,High School,White,Mixed Gender,1.0,0.0,7323.491191331293,3629.403448603508,10952.8946399348,1
410085,2019-01-01,2019,1,27895.204098535425,2.0,2.0,Louisiana,1,2,2,1,0,0,1,High School,White,Mixed Gender,0.0,1.0,363.7239497718949,1091.1718493492592,1454.895799121154,0
410088,2019-01-01,2019,1,53450.6303191019,2.0,1.0,Pennsylvania,1,2,2,1,0,1,1,Bachelors,White,Male,0.0,1.0,0.0,654.7031096095556,654.7031096095556,0
410099,2019-04-01,2019,4,98736.18262277982,1.0,1.0,Washington,1,1,1,0,0,1,0,Bachelors,White,Female,0.0,1.0,721.4564578474414,1112.1528780800224,1833.609335927464,0
410105,2019-07-01,2019,7,111649.83418830555,6.0,3.0,Ohio,1,2,2,1,0,1,1,Bachelors,White,Mixed Gender,0.0,1.0,1356.602728948336,1757.446325039836,3114.049053988172,0
410106,2019-01-01,2019,1,59269.49837130081,3.0,2.0,Minnesota,1,3,2,0,1,2,0,High School,White,Mixed Gender,1.0,0.0,727.4478995773643,2691.557228372456,3419.00512794982,0
410108,2019-08-01,2019,8,318715.63832062896,2.0,2.0,Florida,1,2,2,0,0,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,1350.319226573641,1472.1395334379788,2822.4587600116192,1
410109,2019-02-01,2019,2,79687.64423655618,2.0,2.0,California,1,1,1,0,0,1,0,Graduate Degree,White,Male,0.0,1.0,2183.4639315964628,4373.679882969462,6557.143814565925,0
410113,2019-02-01,2019,2,96933.5999313182,3.0,1.0,Oklahoma,1,2,2,1,0,2,0,Bachelors,White,Mixed Gender,1.0,0.0,362.4291541738493,1911.9427801631623,2274.371934337012,0
410118,2019-05-01,2019,5,204310.41049726517,4.0,2.0,Michigan,1,3,2,0,1,2,0,Graduate Degree,Asian/PI,Mixed Gender,0.0,1.0,454.5908151787286,1297.2869335282635,1751.8777487069924,0
410124,2019-02-01,2019,2,65640.04068505527,2.0,1.0,California,1,6,2,0,4,2,0,Less than High School,White,Mixed Gender,1.0,0.0,434.91498502200113,2703.1639069059765,3138.0788919279776,0
410134,2019-05-01,2019,5,49153.28945805789,2.0,2.0,Florida,1,1,1,1,0,1,0,Some College,White,Female,1.0,0.0,965.7580505043971,1023.4152475722738,1989.173298076671,0
410137,2019-08-01,2019,8,437310.0676770455,5.0,4.0,Texas,1,2,2,0,0,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,5122.400560712903,3238.5080033608674,8360.90856407377,0
410147,2019-08-01,2019,8,184835.9299217863,2.0,2.0,Texas,1,3,2,0,1,2,0,Bachelors,White,Mixed Gender,0.0,1.0,575.5788462296302,1870.6312502712035,2446.210096500833,0
410152,2019-02-01,2019,2,42061.79488286224,1.0,1.0,California,1,3,2,0,1,0,2,Some College,White,Mixed Gender,1.0,0.0,0.0,797.3441391958504,797.3441391958504,0
410168,2019-05-01,2019,5,371137.3695251237,4.0,3.0,Texas,1,2,2,0,0,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,1441.6622433976222,1629.924608791921,3071.586852189543,1
410177,2019-02-01,2019,2,89927.50652095366,3.0,3.0,Utah,1,2,2,2,0,0,2,Some College,White,Mixed Gender,0.0,1.0,1026.057100055304,1829.55724452762,2855.614344582924,0
410182,2019-05-01,2019,5,286484.62774509523,6.0,4.0,Kansas,1,3,2,0,1,1,0,Graduate Degree,White,Mixed Gender,0.0,1.0,1326.0202439150298,1758.5445099049566,3084.5647538199864,0
410194,2019-08-01,2019,8,100717.96803052216,6.0,4.0,Utah,1,6,2,0,4,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,331.9763446582858,1401.261562427292,1733.2379070855775,1
410197,2019-02-01,2019,2,3930.1503428334863,3.0,1.0,Massachuse,1,1,1,1,0,0,1,Some College,White,Female,0.0,1.0,144.9716616728852,992.4982991639238,1137.469960836809,0
410212,2019-05-01,2019,5,315569.229581334,4.0,2.0,Alabama,1,3,2,0,1,2,0,Bachelors,White,Mixed Gender,0.0,1.0,1424.9540646580444,4130.375952346715,5555.33001700476,1
410213,2019-05-01,2019,5,72903.17686318004,3.0,3.0,Nebraska,1,2,2,0,0,2,0,Some College,White,Mixed Gender,0.0,1.0,187.38589039741817,2267.480153025088,2454.866043422506,0
410216,2019-08-01,2019,8,12597.11225925774,1.0,1.0,Florida,1,1,1,0,0,0,1,Less than High School,White,Male,1.0,0.0,0.0,719.4735578119428,719.4735578119428,0
410222,2019-08-01,2019,8,85988.71895610783,3.0,2.0,California,1,1,1,1,0,0,1,Graduate Degree,White,Male,0.0,1.0,1438.947115590679,1166.6540460462084,2605.601161636888,0
410225,2019-05-01,2019,5,1546.7024070235434,3.0,1.0,Pennsylvania,1,2,2,0,0,1,0,Bachelors,White,Female,0.0,1.0,172.97159113710185,2882.8598522961183,3055.83144343322,0
410245,2019-02-01,2019,2,87329.79999612557,2.0,2.0,Ohio,1,2,2,2,0,0,2,High School,White,Mixed Gender,0.0,1.0,0.0,1449.7166167288524,1449.7166167288524,0
410249,2019-08-01,2019,8,7502.164214472503,3.0,2.0,California,1,6,2,0,4,1,0,Less than High School,White,Mixed Gender,1.0,0.0,0.0,459.3561945848738,459.3561945848738,0
410276,2019-08-01,2019,8,122944.59733063455,3.0,1.0,Connecticut,1,3,2,0,1,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,1184.6102564419284,1732.2206356582124,2916.8308921001408,0
410283,2019-05-01,2019,5,43685.98805319992,1.0,1.0,New Jersey,1,1,1,0,0,1,0,High School,White,Female,1.0,0.0,720.7149630823455,1081.0724446068864,1801.787407689232,0
410285,2019-02-01,2019,2,26923.79873272445,3.0,1.0,New York,1,2,2,2,0,0,2,High School,White,Mixed Gender,0.0,1.0,517.4373155010884,1718.4717741521504,2235.909089653239,0
410288,2019-08-01,2019,8,33569.46668432443,2.0,1.0,Massachuse,1,1,1,0,0,1,0,Graduate Degree,Asian/PI,Male,1.0,0.0,0.0,1942.57860606236,1942.57860606236,0
410291,2019-02-01,2019,2,172656.5625125384,4.0,2.0,Texas,1,2,2,0,0,2,0,Graduate Degree,Black,Mixed Gender,0.0,1.0,0.0,2145.580592764054,2145.580592764054,0
410299,2019-05-01,2019,5,26963.42868631553,3.0,1.0,Ohio,1,3,3,2,0,2,1,High School,White,Mixed Gender,0.0,1.0,1441.4299261314272,1441.4299261314272,2882.8598522628545,1
410300,2019-02-01,2019,2,1416.66923087211,2.0,1.0,Kentucky,0,1,1,0,0,0,0,High School,White,Female,1.0,0.0,0.0,478.4064835242013,478.4064835242013,0
410301,2019-05-01,2019,5,206375.4471525399,4.0,4.0,Pennsylvania,1,4,3,0,1,3,0,Graduate Degree,White,Mixed Gender,0.0,1.0,1996.0583688148752,2250.8715010084834,4246.929869823359,1
410304,2019-08-01,2019,8,42282.84987487264,3.0,1.0,Wisconsin,1,1,1,1,0,1,0,Bachelors,White,Male,1.0,0.0,0.0,1510.8944713718734,1510.8944713718734,0
410309,2019-05-01,2019,5,180821.76530070117,4.0,2.0,Pennsylvania,1,3,2,0,1,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,3802.2541393093015,2882.8598522961183,6685.11399160542,1
410311,2019-02-01,2019,2,69316.29733916839,2.0,1.0,Oklahoma,1,2,2,0,0,2,0,Some College,Multi or Other Race,Mixed Gender,1.0,0.0,507.4008158701531,942.315800882118,1449.716616752271,0
410314,2019-08-01,2019,8,23919.943872231168,1.0,1.0,New York,1,1,1,0,0,1,0,Some College,White,Female,1.0,0.0,53.12360909249462,215.8420673402622,268.9656764327568,0
410322,2019-08-01,2019,8,84895.36006711164,3.0,1.0,Delaware,1,5,3,0,2,3,0,Some College,Black,Mixed Gender,0.0,1.0,431.6841346805244,1771.0118345756978,2202.6959692562223,0
410327,2019-02-01,2019,2,173464.39600598646,3.0,2.0,Oregon,1,2,2,2,0,0,2,Graduate Degree,White,Mixed Gender,0.0,1.0,1179.2366894972376,2947.522193338799,4126.758882836037,0
410331,2019-02-01,2019,2,71169.92048593762,2.0,1.0,Pennsylvania,1,2,2,0,0,2,0,Some College,White,Mixed Gender,1.0,0.0,1087.287462555003,1359.3881198396675,2446.6755823946705,0
410333,2019-05-01,2019,5,99654.72850743754,4.0,3.0,California,1,2,2,1,0,1,1,Some College,White,Mixed Gender,0.0,1.0,931.3854907382406,1469.1497324155955,2400.5352231538363,0
410338,2019-02-01,2019,2,66010.14552162061,4.0,3.0,Oregon,1,1,1,1,0,1,0,Some College,White,Male,0.0,1.0,0.0,1286.9022890249703,1286.9022890249703,0
410344,2019-05-01,2019,5,18813.370755110547,4.0,2.0,New York,1,1,1,1,0,0,1,High School,White,Female,0.0,1.0,216.21448892137727,504.5004741609682,720.7149630823455,0
410347,2019-05-01,2019,5,20437.397360988256,3.0,2.0,Alabama,1,3,1,0,2,1,0,Some College,Black,Male,1.0,0.0,864.8579556855091,1225.21543721005,2090.073392895559,0
410349,2019-02-01,2019,2,88541.82692950687,3.0,1.0,New York,1,1,1,0,0,1,0,Some College,White,Male,0.0,1.0,1784.2666052073146,1472.0199493052348,3256.2865545125496,0
410354,2019-02-01,2019,2,116211.14784497776,1.0,1.0,Florida,1,2,2,0,0,2,0,High School,White,Mixed Gender,1.0,0.0,2564.364234661206,2319.5465867728544,4883.91082143406,0
410356,2019-08-01,2019,8,185520.91013267293,3.0,2.0,California,1,1,1,1,0,1,0,Graduate Degree,White,Male,0.0,1.0,4299.51699469675,1427.9046014329565,5727.421596129707,1
410357,2019-05-01,2019,5,126460.88763676154,3.0,1.0,Florida,1,3,3,0,0,3,0,Some College,White,Mixed Gender,1.0,0.0,1884.511337041816,1064.3861246624504,2948.897461704266,0
410380,2019-05-01,2019,5,22158.625290284333,3.0,1.0,Minnesota,1,1,1,1,0,0,1,Some College,White,Female,0.0,1.0,1933.4800762710477,962.4316737517609,2895.9117500228085,0
410398,2019-08-01,2019,8,39604.903431358754,2.0,1.0,Pennsylvania,1,1,1,1,0,0,1,Less than High School,White,Male,0.0,1.0,345.3473077444195,426.149722686372,771.4970304307915,0
410399,2019-02-01,2019,2,50911.55048446645,2.0,1.0,Texas,1,3,3,0,0,3,0,Some College,White,Female,0.0,1.0,1159.7732934031546,942.315800892154,2102.0890942953088,1
410403,2019-08-01,2019,8,34256.621435563065,4.0,2.0,Virginia,0,4,3,1,1,0,0,High School,Black,Mixed Gender,0.0,1.0,431.6841346805244,4676.578125594992,5108.262260275516,0
410408,2019-02-01,2019,2,157161.7427998747,1.0,1.0,Illinois,1,2,2,0,0,2,0,Graduate Degree,White,Male,1.0,0.0,769.4649735004637,1215.5316247939286,1984.996598294392,0
410415,2019-08-01,2019,8,82869.77572920408,3.0,1.0,Texas,1,4,4,2,0,2,2,High School,White,Mixed Gender,0.0,1.0,287.7894231214565,2014.525961843554,2302.3153849650103,0
410420,2019-08-01,2019,8,99073.36316228868,3.0,2.0,Arizona,1,2,2,2,0,2,0,Graduate Degree,White,Mixed Gender,0.0,1.0,287.7894231214565,1699.064478817748,1986.853901939205,0
410428,2019-02-01,2019,2,36552.27970217367,2.0,2.0,New Jersey,1,1,1,1,0,0,1,Bachelors,White,Female,0.0,1.0,395.8841530216956,2224.7574233817754,2620.641576403471,0
410433,2019-08-01,2019,8,122962.42856152114,7.0,4.0,Utah,1,2,2,1,0,2,0,Bachelors,White,Mixed Gender,0.0,1.0,730.689672312703,1494.335085083809,2225.024757396512,0
410445,2019-08-01,2019,8,32472.628530765025,1.0,1.0,California,1,2,2,2,0,2,0,High School,Asian/PI,Mixed Gender,1.0,0.0,0.0,719.4735577886983,719.4735577886983,0
410453,2019-02-01,2019,2,23979.3402781837,3.0,2.0,Alabama,1,2,2,1,0,1,0,High School,White,Mixed Gender,0.0,1.0,579.8866466848499,1449.7166167288524,2029.6032634137025,0
410459,2019-05-01,2019,5,61265.22964580757,3.0,2.0,Texas,1,2,2,1,0,1,1,Some College,White,Mixed Gender,0.0,1.0,399.21167376630143,3492.695590268402,3891.907264034704,0
410465,2019-05-01,2019,5,45433.42757532792,2.0,1.0,Connecticut,1,3,1,0,2,1,0,Some College,White,Female,1.0,0.0,1012.3947266657128,1652.1004538205862,2664.495180486299,0
410477,2019-05-01,2019,5,286812.2726554942,4.0,3.0,Virginia,1,1,1,0,0,1,0,Bachelors,White,Male,0.0,1.0,986.8251032932716,1862.7709814764808,2849.5960847697525,0
410492,2019-05-01,2019,5,163223.95716317088,2.0,1.0,California,1,2,2,0,0,2,0,Some College,Black,Mixed Gender,1.0,0.0,1419.2211638453898,2018.0018966106093,3437.223060455999,0
410494,2019-05-01,2019,5,132693.13069243103,1.0,1.0,New York,1,3,3,1,0,3,0,Bachelors,White,Mixed Gender,0.0,1.0,1081.0724446068864,1801.787407689232,2882.8598522961183,0
410499,2019-05-01,2019,5,132450.45502879552,4.0,3.0,Kansas,1,2,2,2,0,0,2,Graduate Degree,White,Mixed Gender,0.0,1.0,1373.7362375579085,1325.002024808393,2698.7382623663016,0
410504,2019-08-01,2019,8,50992.97125489281,2.0,1.0,Connecticut,1,2,2,0,0,1,0,Bachelors,White,Female,0.0,1.0,0.0,935.3156251522048,935.3156251522048,0
410509,2019-02-01,2019,2,78537.70725930922,3.0,2.0,Pennsylvania,1,1,1,0,0,1,0,Bachelors,White,Male,0.0,1.0,864.6163544763193,1154.1974602506957,2018.8138147270147,0
410510,2019-05-01,2019,5,360666.4934785925,3.0,2.0,Minnesota,1,3,2,0,1,2,0,Bachelors,White,Mixed Gender,0.0,1.0,2438.8609990324408,1746.3401656265823,4185.201164659024,0
410512,2019-02-01,2019,2,105241.2581975465,3.0,1.0,Alabama,1,4,2,0,2,1,0,Some College,White,Mixed Gender,1.0,0.0,780.6166397719273,2029.6032634137025,2810.21990318563,0
410522,2019-08-01,2019,8,53176.20976832191,2.0,1.0,Florida,1,2,2,0,0,1,0,High School,White,Mixed Gender,0.0,1.0,431.6841346805244,1472.153587489181,1903.8377221697056,0
410528,2019-08-01,2019,8,9808.916619896396,3.0,1.0,Michigan,1,1,1,1,0,1,0,Less than High School,White,Female,0.0,1.0,0.0,953.0257434870038,953.0257434870038,0
410538,2019-02-01,2019,2,42057.36779151576,2.0,1.0,Georgia,1,4,2,0,2,1,0,Less than High School,White,Mixed Gender,1.0,0.0,0.0,2174.574925110006,2174.574925110006,0
410542,2019-05-01,2019,5,189733.2700036734,4.0,3.0,Michigan,1,3,3,1,0,3,0,Bachelors,White,Mixed Gender,0.0,1.0,5516.821554762746,2029.019052063034,7545.84060682578,1
410548,2019-08-01,2019,8,286074.4829125823,3.0,1.0,Illinois,1,2,1,0,1,1,0,Bachelors,White,Female,0.0,1.0,719.4735578119428,748.25250010184,1467.7260579137828,0
410559,2019-08-01,2019,8,150239.86273727275,1.0,1.0,California,1,1,1,0,0,1,0,Bachelors,White,Male,1.0,0.0,1853.5124974270796,1510.8944713818353,3364.406968808915,0
410565,2019-08-01,2019,8,129896.60283604576,5.0,1.0,Florida,1,3,2,0,1,2,0,Some College,Black,Mixed Gender,1.0,0.0,2877.894231214565,2590.104808083146,5467.999039297711,0
410569,2019-08-01,2019,8,58712.58950456741,2.0,2.0,Kansas,1,1,1,0,0,1,0,Some College,White,Female,0.0,1.0,143.8947115590679,780.3520896147941,924.246801173862,0
410570,2019-05-01,2019,5,33228.21780308466,2.0,1.0,Washington,1,2,2,0,0,1,1,Some College,White,Mixed Gender,1.0,0.0,288.2859852296118,1218.5626837047769,1506.8486689343886,0
410595,2019-05-01,2019,5,43684.8959034986,3.0,2.0,Michigan,1,2,2,2,0,0,1,Some College,White,Mixed Gender,1.0,0.0,720.7149630823455,948.0173745014234,1668.732337583769,0
410611,2019-02-01,2019,2,49499.97240864278,3.0,1.0,Massachuse,1,5,4,0,1,3,0,Some College,White,Mixed Gender,1.0,0.0,289.943323349116,362.4291541738493,652.3724775229653,1
410616,2019-02-01,2019,2,25681.556900903463,2.0,1.0,Texas,1,2,2,0,0,2,0,Some College,White,Female,1.0,0.0,724.8583083811536,579.8866466848499,1304.7449550660035,0
410618,2019-08-01,2019,8,18483.59299217863,2.0,2.0,Texas,1,1,1,0,0,1,0,High School,White,Female,0.0,1.0,287.7894231214565,575.5788462296302,863.3682693510867,0
410622,2019-08-01,2019,8,106916.06039588766,3.0,2.0,North Carolina,1,4,2,0,2,1,0,Bachelors,Asian/PI,Mixed Gender,1.0,0.0,996.4134052775914,1726.7365387220975,2723.1499439996887,0
410640,2019-02-01,2019,2,9227.165138891234,5.0,3.0,Alabama,1,6,6,2,0,3,2,Bachelors,Black,Mixed Gender,0.0,1.0,1449.7166167288524,1087.287462555003,2537.0040792838554,1
410652,2019-02-01,2019,2,37187.567310392886,3.0,2.0,Massachuse,1,1,1,0,0,1,0,Bachelors,White,Female,1.0,0.0,0.0,1667.174109239853,1667.174109239853,0
410654,2019-02-01,2019,2,51471.57753979558,3.0,2.0,North Carolina,1,2,2,0,0,1,1,High School,White,Mixed Gender,0.0,1.0,289.943323349116,524.1283152940762,814.0716386431922,0
410662,2019-05-01,2019,5,31700.737230804527,3.0,2.0,Florida,1,1,1,1,0,1,0,Bachelors,White,Female,0.0,1.0,72.07149630823456,1268.4583349943257,1340.52983130256,0
410668,2019-05-01,2019,5,10375.422162634984,2.0,1.0,California,1,2,2,0,0,1,0,Some College,Asian/PI,Mixed Gender,1.0,0.0,0.0,648.6434667641319,648.6434667641319,0
410669,2019-05-01,2019,5,48542.77777501442,2.0,1.0,New York,1,2,2,0,0,1,0,Graduate Degree,White,Mixed Gender,1.0,0.0,1069.8813679547595,1285.073887903465,2354.9552558582245,0
410670,2019-05-01,2019,5,37941.28062420413,4.0,2.0,California,1,1,1,1,0,0,1,Graduate Degree,White,Female,0.0,1.0,2354.114958272089,2572.3980220611265,4926.512980333216,0
410671,2019-08-01,2019,8,44609.39059749992,3.0,2.0,Florida,1,1,1,0,0,1,0,High School,White,Male,0.0,1.0,719.4735578119428,431.6841346805244,1151.157692492467,1
410686,2019-05-01,2019,5,10849.4151330122,1.0,1.0,Texas,1,1,1,0,0,0,0,Less than High School,White,Male,1.0,0.0,0.0,288.2859852296118,288.2859852296118,0
410688,2019-02-01,2019,2,52762.96008556244,2.0,2.0,Alabama,1,2,2,0,0,2,0,Bachelors,White,Male,1.0,0.0,434.91498502200113,869.8299700440023,1304.7449550660035,0
410690,2019-08-01,2019,8,42403.5368644098,3.0,2.0,Kansas,1,6,2,0,4,1,0,Bachelors,Multi or Other Race,Mixed Gender,0.0,1.0,1128.9497742764493,1405.726589650937,2534.6763639273863,0
410693,2019-05-01,2019,5,71262.98644172263,3.0,1.0,Nebraska,1,4,2,0,2,2,0,High School,White,Mixed Gender,0.0,1.0,587.6598929669035,1940.386439050198,2528.0463320171016,0
